Transaction_date,Product,Price,Payment_Type,Name,City,State,Country,Account_Created,Last_Login
1/29/2009 12:10,Product1,1200,Amex,Alison,Issaquah                    ,WA,United States,11/1/2007 21:25,2/23/2009 21:58
1/24/2009 23:21,Product1,1200,Visa,elaine,Phuket,Phuket,Thailand,1/24/2009 22:47,2/24/2009 1:12
1/28/2009 10:37,Product1,1200,Visa,Chevonne,Athina,Attiki,Greece,5/8/2008 4:26,2/24/2009 2:58
1/30/2009 14:36,Product1,1200,Visa,danielle,Geneve,Geneve,Switzerland,1/30/2009 13:50,2/24/2009 3:15
1/21/2009 2:07,Product1,1200,Mastercard,Caroline and Jonathan,Chichester,England,United Kingdom,2/14/2006 14:43,2/24/2009 3:29
1/26/2009 6:37,Product1,1200,Visa,manuela,Massagno,Ticino,Switzerland,6/4/2008 11:55,2/24/2009 5:30
1/4/2009 14:27,Product1,1200,Visa,Carole,Cardiff,Wales,United Kingdom,12/14/2005 10:47,2/24/2009 7:30
1/9/2009 3:03,Product2,3600,Amex,Ghislaine,Ferney-Voltaire,Rhone-Alpes,France,3/28/2008 5:53,2/24/2009 8:10
1/8/2009 19:26,Product2,3600,Visa,Christian,Mableton                    ,GA,United States,11/30/2007 10:44,2/24/2009 8:22
1/10/2009 16:02,Product1,1200,Visa,Hollie,San Diego                   ,CA,United States,10/12/2007 13:03,2/24/2009 8:32
1/6/2009 6:31,Product1,1200,Visa,mike,La Louviere,Hainaut,Belgium,1/3/2009 5:24,2/24/2009 8:32
1/23/2009 13:13,Product1,1200,Mastercard,Malahat,Minneapolis                 ,MN,United States,4/3/2007 12:56,2/24/2009 8:46
1/18/2009 17:55,Product1,1200,Amex,Michaela,Mafra,Santa Catarina,Brazil,3/9/2008 9:39,2/24/2009 10:09
1/5/2009 15:15,Product1,1200,Amex,Amy,Ashford,England,United Kingdom,8/18/2005 2:04,2/24/2009 10:35
1/2/2009 10:32,Product1,1200,Mastercard,Brandi,Edmonton,Alberta,Canada,12/24/2008 15:23,2/24/2009 12:08
1/25/2009 9:27,Product1,1200,Visa,erin,London,England,United Kingdom,9/4/2006 14:35,2/24/2009 13:37
1/5/2009 6:12,Product1,1200,Diners,Tracy,Lucca,Tuscany,Italy,1/4/2009 6:19,2/24/2009 13:56
1/6/2009 2:41,Product1,1200,Visa,Polyxene,Perth,Western Australia,Australia,11/20/2005 23:46,2/24/2009 16:04
1/27/2009 14:42,Product2,3600,Mastercard,Jean,Arlington                   ,VA,United States,1/8/2009 11:01,2/24/2009 16:38
1/8/2009 12:03,Product1,1200,Diners,Andrea,Calgary,Alberta,Canada,8/13/2008 15:58,2/24/2009 17:41
1/29/2009 12:16,Product1,1200,Mastercard,Jessica,Chiefland                   ,FL,United States,1/27/2009 15:56,2/24/2009 18:29
1/19/2009 10:47,Product1,1200,Mastercard,David,Stavenger,Rogaland,Norway,1/13/2009 13:53,2/25/2009 0:40
1/8/2009 2:49,Product2,3600,Mastercard,Caroline,Begnins,Vaud,Switzerland,1/7/2009 4:14,2/25/2009 1:37
1/19/2009 17:40,Product1,1200,Visa,Riche Lou,Newton                      ,MA,United States,3/12/2007 7:21,2/25/2009 2:28
1/11/2009 0:15,Product1,1200,Mastercard,Chris,Den Haag,Zuid-Holland,Netherlands,5/7/2007 4:07,2/25/2009 4:04
1/16/2009 5:12,Product2,3600,Visa,Karen,Berikon,Aargau,Switzerland,10/19/2007 12:31,2/25/2009 5:12
1/19/2009 6:52,Product1,1200,Diners,melanie,Santa Barbaraa,Heredia,Costa Rica,1/19/2009 6:45,2/25/2009 5:44
1/26/2009 1:14,Product1,1200,Visa,beatrice,Churra,Murcia,Spain,1/23/2009 1:57,2/25/2009 5:47
1/30/2009 10:31,Product1,1200,Mastercard,lorna,Castle Rock                 ,CO,United States,10/6/2008 16:31,2/25/2009 7:42
1/23/2009 5:52,Product1,1200,Amex,Tary,Zug,Zug,Switzerland,1/23/2009 1:22,2/25/2009 9:40
1/7/2009 9:54,Product1,1200,Visa,Julie ,Ashford,England,United Kingdom,1/7/2009 9:17,2/25/2009 10:18
1/1/2009 16:44,Product1,1200,Amex,Julie ,Rockville                   ,MD,United States,9/12/2008 10:36,2/25/2009 10:48
1/23/2009 9:27,Product1,1200,Mastercard,Jerome,Madrid,Madrid,Spain,2/19/2008 2:01,2/25/2009 11:38
1/22/2009 12:56,Product1,1200,Visa,Laleh,Aasgaardstrand,Vestfold,Norway,1/20/2009 13:13,2/25/2009 12:03
1/16/2009 13:35,Product1,1200,Visa,Michael,Milano,Lombardy,Italy,1/16/2009 12:43,2/25/2009 13:59
1/13/2009 9:26,Product1,1200,Visa,Kerry,Anieres,Geneve,Switzerland,1/24/2006 13:15,2/25/2009 14:05
1/25/2009 11:35,Product3,7500,Mastercard,Anita,Fresno                      ,TX,United States,1/24/2009 9:24,2/25/2009 14:22
1/26/2009 14:02,Product1,1200,Mastercard,Veronique,Fresno                      ,TX,United States,1/24/2009 9:24,2/25/2009 14:22
1/7/2009 13:26,Product1,1200,Visa,Sarah,Warwick,Quebec,Canada,7/27/2003 13:18,2/25/2009 15:16
1/15/2009 11:45,Product1,1200,Diners,Simone,Watford,England,United Kingdom,9/4/2008 3:01,2/25/2009 15:21
1/27/2009 12:02,Product1,1200,Visa,Jackie,Waterford,Waterford,Ireland,3/10/2008 13:51,2/25/2009 15:41
1/28/2009 14:09,Product1,1200,Visa,giovanna,Pruszkow,Mazowieckie,Poland,1/28/2009 13:40,2/25/2009 16:19
1/23/2009 7:13,Product1,1200,Visa,Elizabeth,Hamilton,Hamilton,Bermuda,1/19/2009 6:03,2/25/2009 16:20
1/22/2009 15:59,Product2,3600,Visa,Lisa,Ottawa,Ontario,Canada,1/21/2009 9:28,2/25/2009 17:15
1/16/2009 10:27,Product1,1200,Mastercard,Maki,Montgomery                  ,TX,United States,1/15/2009 8:52,2/25/2009 17:24
1/26/2009 22:45,Product1,1200,Amex,Anjan,Tokyo,Tokyo,Japan,5/15/2008 19:33,2/25/2009 17:34
1/25/2009 18:33,Product1,1200,Mastercard,Sarah,Manteno                     ,IL,United States,1/25/2009 15:56,2/25/2009 19:27
1/16/2009 6:13,Product1,1200,Mastercard,Niamh,Benoni,Gauteng,South Africa,1/16/2009 5:22,2/25/2009 23:19
1/12/2009 17:19,Product2,3600,Diners,elizabeth r,Winter Haven                ,FL,United States,1/12/2009 16:18,2/26/2009 0:42
1/2/2009 4:21,Product1,1200,Visa,Elaine,Tranby,Buskerud,Norway,7/30/2007 11:42,2/26/2009 3:18
1/5/2009 3:03,Product1,1200,Diners,Elizabeth,Cork,Cork,Ireland,5/21/2008 7:50,2/26/2009 4:05
1/15/2009 15:22,Product1,1200,Visa,Sara,Fort Lauderdale             ,FL,United States,1/6/2009 18:19,2/26/2009 5:52
1/26/2009 5:38,Product2,3600,Amex,Tulin,Cranberry Twp               ,PA,United States,9/28/2008 19:40,2/26/2009 6:04
1/24/2009 10:38,Product1,1200,Visa,Kenneth,Arlington                   ,VA,United States,1/24/2009 9:27,2/26/2009 6:08
1/2/2009 7:30,Product1,1200,Mastercard,Fiona,Lake Ronkonkoma,NY,United States,10/27/2008 0:00,2/26/2009 6:14
1/26/2009 6:38,Product1,1200,Visa,Christian,Alexandria                  ,VA,United States,1/25/2009 10:13,2/26/2009 7:16
1/17/2009 7:56,Product3,7500,Diners,Michel,Lipari,Sicilia,Italy,1/17/2009 7:25,2/26/2009 7:32
1/17/2009 7:58,Product3,7500,Diners,natalie,Lipari,Sicilia,Italy,1/17/2009 7:25,2/26/2009 7:32
1/18/2009 4:32,Product1,1200,Diners,jure,Lipari,Sicilia,Italy,1/17/2009 7:25,2/26/2009 7:32
1/26/2009 8:00,Product1,1200,Amex,Elizabeth ,Bluffton                    ,SC,United States,1/23/2009 11:12,2/26/2009 7:49
1/11/2009 8:41,Product1,1200,Amex,Juliann,Winter Spgs                 ,FL,United States,1/8/2008 7:24,2/26/2009 8:17
1/21/2009 10:32,Product1,1200,Mastercard,Julie ,Chelmsford                  ,MA,United States,5/23/2007 11:55,2/26/2009 8:38
1/29/2009 12:27,Product1,1200,Mastercard,philippa katherine,Cabinteely,Dublin,Ireland,11/8/2006 4:50,2/26/2009 10:09
1/13/2009 13:19,Product2,3600,Mastercard,Anthony,Toronto,Ontario,Canada,3/16/2006 19:11,2/26/2009 11:19
1/31/2009 18:12,Product1,1200,Visa,matthew,Cincinnati                  ,OH,United States,4/2/2006 11:49,2/26/2009 12:03
1/22/2009 15:35,Product1,1200,Visa,Steven,Houston                     ,TX,United States,2/24/2008 16:57,2/26/2009 12:06
1/5/2009 11:24,Product1,1200,Amex,Angie,Rodeo                       ,CA,United States,1/25/2008 16:50,2/26/2009 12:15
1/23/2009 11:23,Product1,1200,Mastercard,Lauren,Poughkeepsie                ,NY,United States,8/26/2008 9:37,2/26/2009 12:17
1/7/2009 20:55,Product1,1200,Mastercard,Esther,Cincinnati                  ,OH,United States,1/7/2009 20:25,2/26/2009 12:24
1/13/2009 9:40,Product1,1200,Visa,Elizabeth,North Eastham               ,MA,United States,1/26/2005 19:09,2/26/2009 12:45
1/25/2009 15:18,Product2,3600,Visa,marie-louise,Sitka                       ,AK,United States,3/2/2008 15:27,2/26/2009 12:58
1/30/2009 20:58,Product2,3600,Mastercard,Tanya,Carcross,Yukon Territory,Canada,1/30/2009 14:05,2/26/2009 13:06
1/31/2009 4:50,Product1,1200,Mastercard,Detlev,Taby,Stockholm,Sweden,1/12/2009 1:03,2/26/2009 13:12
1/20/2009 10:05,Product2,3600,Visa,Stephen,Calgary,Alberta,Canada,1/9/2009 10:36,2/26/2009 13:28
1/9/2009 5:15,Product1,1200,Visa,Roza,Alcobendas,Madrid,Spain,9/9/2008 9:08,2/26/2009 14:24
1/13/2009 7:09,Product2,3600,Amex,John,Chicago                     ,IL,United States,1/8/2009 13:49,2/26/2009 15:14
1/3/2009 11:03,Product1,1200,Mastercard,paula,Sammamish                   ,WA,United States,1/1/2009 22:43,2/26/2009 15:30
1/17/2009 20:51,Product1,1200,Visa,Kathryn,Waiau Pa,Auckland,New Zealand,1/6/2009 21:52,2/26/2009 16:19
1/5/2009 7:55,Product1,1200,Mastercard,Isabelle,Ewa Beach                   ,HI,United States,12/31/2008 7:40,2/26/2009 17:47
1/25/2009 14:40,Product1,1200,Visa,Maureen,Statesville                 ,NC,United States,1/25/2009 13:52,2/26/2009 18:38
1/25/2009 17:55,Product1,1200,Visa,David,Kapaa                       ,HI,United States,1/24/2009 12:18,2/26/2009 20:21
1/3/2009 12:54,Product1,1200,Diners,caterina,Burbank                     ,CA,United States,12/30/2008 8:39,2/26/2009 20:22
1/22/2009 3:57,Product2,3600,Mastercard,Parth,Oegstgeest,Zuid-Holland,Netherlands,1/20/2009 14:36,2/27/2009 1:59
1/23/2009 5:11,Product1,1200,Visa,Alexia,Blackrock,Dublin,Ireland,7/15/2008 7:20,2/27/2009 4:00
1/25/2009 11:52,Product2,3600,Mastercard,Gloria Gail ,WalcProduct3ee,Tyrol,Austria,1/25/2009 5:03,2/27/2009 5:37
1/10/2009 4:12,Product1,1200,Visa,Gloria Gail ,Foxrock,Dublin,Ireland,1/7/2009 7:39,2/27/2009 6:33
1/10/2009 9:32,Product2,3600,Mastercard,Cheryl,Hilton Head                 ,SC,United States,1/10/2005 21:39,2/27/2009 7:33
1/22/2009 12:45,Product3,7500,Visa,Frank and Christelle,Valley Center               ,CA,United States,1/22/2009 10:25,2/27/2009 10:49
1/6/2009 18:11,Product2,3600,Mastercard,Triona,Swampscott                  ,MA,United States,6/9/2006 8:57,2/27/2009 13:00
1/19/2009 5:56,Product1,1200,Visa,Allison,Edinburgh,Scotland,United Kingdom,7/27/2008 11:58,2/27/2009 14:35
1/25/2009 10:50,Product1,1200,Diners,Phillip,San Antonio                 ,TX,United States,5/29/2008 19:51,2/27/2009 14:44
1/14/2009 8:38,Product1,1200,Visa,jingyan,Bristol                     ,RI,United States,3/12/2007 15:14,2/27/2009 17:13
1/2/2009 17:24,Product2,3600,Diners,clara,Perth,Western Australia,Australia,1/1/2009 21:20,2/27/2009 18:43
1/7/2009 18:15,Product1,1200,Mastercard,Selma,Greenville                  ,TX,United States,1/5/2009 18:16,2/27/2009 19:07
1/3/2009 21:19,Product1,1200,Visa,Doug and Tina,Pls Vrds Est                ,CA,United States,12/24/2007 22:59,2/27/2009 21:40
1/4/2009 5:13,Product1,1200,Visa,Lauren,Hradec Kralove,East Bohemia,Czech Republic,3/5/2006 0:51,2/27/2009 23:30
1/4/2009 9:28,Product1,1200,Visa,Jen,Maidstone,England,United Kingdom,7/18/2005 14:17,2/28/2009 2:28
1/2/2009 4:34,Product1,1200,Visa,gladys,Saint Albans,England,United Kingdom,1/10/2006 4:20,2/28/2009 3:43
1/22/2009 11:10,Product1,1200,Mastercard,Gustavo,Voluntari,Bucuresti,Romania,7/28/2008 11:12,2/28/2009 7:52
1/7/2009 12:06,Product1,1200,Visa,Erica,Nadur, ,Malta,3/30/2006 2:02,2/28/2009 7:59
1/29/2009 13:25,Product1,1200,Diners,Hale,Morrison                    ,CO,United States,11/3/2005 18:14,2/28/2009 8:27
1/27/2009 2:57,Product1,1200,Visa,Rosemary,Cobham,England,United Kingdom,1/27/2009 2:50,2/28/2009 9:22
1/7/2009 13:19,Product1,1200,Visa,Darian,Izmir,Izmir,Turkey,8/26/2008 7:33,2/28/2009 9:54
1/23/2009 10:04,Product1,1200,Mastercard,Kevin,Hollywood                   ,CA,United States,5/30/2006 20:25,2/28/2009 9:59
1/19/2009 4:55,Product1,1200,Visa,Alyssa,Brighton,England,United Kingdom,2/19/2008 9:27,2/28/2009 10:06
1/28/2009 22:02,Product1,1200,Visa,Hale,Hawera,Taranaki,New Zealand,1/23/2009 22:31,2/28/2009 12:43
1/4/2009 18:57,Product1,1200,Mastercard,KELI,Worongary,Queensland,Australia,12/23/2008 15:17,2/28/2009 14:00
1/12/2009 20:31,Product1,1200,Visa,Glen,Atlantida,Guatemala,Guatemala,1/6/2009 16:53,2/28/2009 14:39
1/24/2009 12:00,Product1,1200,Visa,T,El Escorial,Madrid,Spain,12/30/2008 15:19,2/28/2009 15:17
1/28/2009 11:19,Product1,1200,Visa,christal,Morrison                    ,CO,United States,6/20/2004 17:16,2/28/2009 17:18
1/7/2009 17:48,Product1,1200,Mastercard,Alex,Augusta                     ,GA,United States,6/10/2005 20:25,2/28/2009 19:57
1/23/2009 12:42,Product2,3600,Mastercard,Anke,Avalon,New South Wales,Australia,3/3/2008 17:38,2/28/2009 22:26
1/7/2009 19:48,Product2,3600,Mastercard,TRICIA,Sydney,New South Wales,Australia,9/21/2008 20:49,3/1/2009 0:14
1/26/2009 11:19,Product1,1200,Mastercard,smith,Lahti,Etela-Suomen Laani,Finland,1/4/2009 5:25,3/1/2009 0:39
1/5/2009 13:23,Product1,1200,Visa,Macy,Inner City,Vienna,Austria,1/5/2009 11:28,3/1/2009 2:28
1/26/2009 13:41,Product1,1200,Mastercard,Lesleigh,Baden,Aargau,Switzerland,10/23/2005 9:23,3/1/2009 3:11
1/20/2009 10:42,Product2,3600,Diners,esther,Huddersfield,England,United Kingdom,1/20/2009 9:15,3/1/2009 3:29
1/22/2009 14:25,Product1,1200,Visa,Hans-Joerg,Belfast,Northern Ireland,United Kingdom,11/10/2008 12:15,3/1/2009 3:37
1/28/2009 5:36,Product2,3600,Visa,Christiane,Black River,Black River,Mauritius,1/9/2009 8:10,3/1/2009 4:40
1/1/2009 4:24,Product3,7500,Amex,Pamela,Skaneateles                 ,NY,United States,12/28/2008 17:28,3/1/2009 7:21
1/8/2009 11:55,Product1,1200,Diners,julie,Haverhill,England,United Kingdom,11/29/2006 13:31,3/1/2009 7:28
1/12/2009 21:30,Product1,1200,Visa,Julia ,Madison                     ,WI,United States,11/17/2008 22:24,3/1/2009 10:14
