Transaction_date,Product,Price,Payment_Type,Name,City,State,Country,Account_Created,Last_Login
1/2/2009 22:44,Product2,3600,Visa,eva,Gisborne,Victoria,Australia,12/3/2006 15:36,2/6/2009 20:03
1/1/2009 18:32,Product1,1200,Amex,Andrea ,San Mateo                   ,CA,United States,12/31/2008 17:09,2/6/2009 21:59
1/14/2009 1:28,Product1,1200,Mastercard,Sabine,Milton Keynes,England,United Kingdom,6/24/2006 15:10,2/7/2009 0:26
1/20/2009 8:08,Product1,1200,Mastercard,Aideen and Jonathan,Kecskemet,Bacs-Kiskun,Hungary,1/19/2009 5:49,2/7/2009 1:12
1/29/2009 2:48,Product1,1200,Visa,George,Nakskov,Storstrom,Denmark,1/29/2009 2:19,2/7/2009 2:09
1/24/2009 18:02,Product1,1200,Visa,Helen,Aloma                       ,FL,United States,11/29/2005 17:33,2/7/2009 6:03
1/7/2009 8:26,Product1,1200,Diners,C,Chandler                    ,AZ,United States,1/6/2009 16:23,2/7/2009 6:05
1/24/2009 3:36,Product1,1200,Visa,chris,Kjobenhavn,Staden Kobenhavn,Denmark,1/20/2009 13:11,2/7/2009 6:52
1/5/2009 15:23,Product1,1200,Visa,maggie,Stockton,England,United Kingdom,6/12/2008 10:59,2/7/2009 11:08
1/25/2009 16:17,Product1,1200,Amex,Mareike,Cumming                     ,GA,United States,1/24/2009 18:06,2/7/2009 11:28
1/15/2009 10:37,Product1,1200,Visa,lamia,Little Compton              ,RI,United States,6/28/2008 11:04,2/7/2009 12:00
1/20/2009 15:28,Product1,1200,Visa,Madhu,Centennial                  ,CO,United States,12/2/2006 23:24,2/7/2009 15:18
1/28/2009 18:00,Product1,"13,000",Visa,sandhya,Centennial                  ,CO,United States,12/2/2006 23:24,2/7/2009 15:18
1/29/2009 5:06,Product1,1200,Amex,Kimberly,Herndon                     ,VA,United States,1/23/2008 10:05,2/7/2009 15:23
1/6/2009 18:53,Product1,1200,Visa,Tania,Vista                       ,CA,United States,1/5/2009 22:37,2/7/2009 15:48
1/21/2009 6:55,Product1,1200,Visa,andrea,Oostburg                    ,WI,United States,1/20/2009 13:33,2/7/2009 16:48
1/26/2009 20:18,Product1,1200,Mastercard,John,Griffith,New South Wales,Australia,1/15/2007 20:37,2/7/2009 18:04
1/25/2009 17:58,Product2,3600,Visa,carol,Ann Arbor                   ,MI,United States,7/5/2008 9:20,2/7/2009 18:51
1/9/2009 14:37,Product1,1200,Visa,Nona,South Jordan                ,UT,United States,1/8/2009 15:14,2/7/2009 19:11
1/25/2009 2:46,Product2,3600,Visa,Family,Dubai,Dubayy,United Arab Emirates,1/8/2009 1:19,2/8/2009 2:06
1/17/2009 20:46,Product2,3600,Visa,Michelle,Dubai,Dubayy,United Arab Emirates,4/13/2008 2:36,2/8/2009 2:12
1/24/2009 7:18,Product2,3600,Visa,Kathryn,Kirriemuir,Scotland,United Kingdom,1/23/2009 10:31,2/8/2009 2:52
1/11/2009 7:09,Product1,1200,Visa,Oswald,Tramore,Waterford,Ireland,10/13/2008 16:43,2/8/2009 3:02
1/8/2009 4:15,Product1,1200,Visa,Elyssa,Gdansk,Pomorskie,Poland,1/7/2009 15:00,2/8/2009 3:50
1/22/2009 10:47,Product1,1200,Visa,michelle,Arklow,Wicklow,Ireland,11/18/2008 1:32,2/8/2009 5:07
1/26/2009 20:47,Product1,1200,Mastercard,Alicia,Lincoln                     ,NE,United States,6/24/2008 8:05,2/8/2009 7:29
1/12/2009 12:22,Product1,1200,Mastercard,JP,Tierp,Uppsala,Sweden,1/6/2009 11:34,2/8/2009 11:15
1/26/2009 1:44,Product2,3600,Visa,Geraldine,Brussels,Brussels (Bruxelles),Belgium,1/31/2008 13:28,2/8/2009 14:39
1/18/2009 12:57,Product1,1200,Mastercard,sandra,Burr Oak                    ,IA,United States,1/24/2008 16:11,2/8/2009 15:30
1/24/2009 21:26,Product1,1200,Visa,Olivia,Wheaton                     ,IL,United States,5/8/2008 16:02,2/8/2009 16:00
1/26/2009 12:26,Product2,3600,Mastercard,Tom,Killeen                     ,TX,United States,1/26/2009 5:23,2/8/2009 17:33
1/5/2009 7:37,Product1,1200,Visa,Annette ,Manhattan                   ,NY,United States,9/26/2008 4:29,2/8/2009 18:42
1/14/2009 12:33,Product1,1200,Visa,SUSAN,Oxford,England,United Kingdom,9/11/2008 23:23,2/8/2009 23:00
1/14/2009 0:15,Product2,3600,Visa,Michael,Paris,Ile-de-France,France,11/28/2008 0:07,2/9/2009 1:30
1/1/2009 12:42,Product1,1200,Visa,ashton,Exeter,England,United Kingdom,12/15/2008 1:16,2/9/2009 2:52
1/6/2009 6:07,Product1,1200,Visa,Scott,Rungsted,Frederiksborg,Denmark,12/27/2008 14:29,2/9/2009 4:20
1/15/2009 5:11,Product2,3600,Visa,Pam,London,England,United Kingdom,7/11/2006 12:43,2/9/2009 4:42
1/17/2009 4:03,Product1,1200,Visa,Lisa ,Borja,Bohol,Philippines,1/17/2009 2:45,2/9/2009 6:09
1/19/2009 10:13,Product2,3600,Mastercard,Pavel,London,England,United Kingdom,2/28/2006 5:35,2/9/2009 6:57
1/18/2009 9:42,Product1,1200,Visa,Richard,Jamestown                   ,RI,United States,1/18/2009 9:22,2/9/2009 8:30
1/9/2009 11:14,Product1,1200,Visa,Jasinta Jeanne,Owings Mills                ,MD,United States,1/9/2009 10:43,2/9/2009 9:17
1/10/2009 13:42,Product1,1200,Visa,Rachel,Hamilton,Ontario,Canada,1/10/2009 12:22,2/9/2009 9:54
1/7/2009 7:28,Product1,1200,Amex,Cherish ,Anchorage                   ,AK,United States,7/28/2008 7:31,2/9/2009 10:50
1/18/2009 6:46,Product1,1200,Visa,Shona ,Mornington,Meath,Ireland,1/15/2009 9:13,2/9/2009 11:55
1/30/2009 12:18,Product1,1200,Mastercard,Abikay,Fullerton                   ,CA,United States,1/26/2009 13:34,2/9/2009 12:53
1/6/2009 5:42,Product1,1200,Amex,Abikay,Atlanta                     ,GA,United States,10/27/2008 14:16,2/9/2009 13:50
1/2/2009 10:58,Product2,3600,Visa,Kendra,Toronto,Ontario,Canada,1/2/2009 10:38,2/9/2009 13:56
1/8/2009 3:29,Product1,1200,Visa,amanda,Liverpool,England,United Kingdom,12/22/2008 1:41,2/9/2009 14:06
1/12/2009 13:23,Product2,3600,Amex,Leila,Ponte San Nicolo,Veneto,Italy,9/13/2005 8:42,2/9/2009 14:09
1/19/2009 9:34,Product1,1200,Amex,amanda,Las Vegas                   ,NV,United States,5/10/2008 8:56,2/9/2009 16:44
1/9/2009 7:49,Product1,1200,Visa,Stacy,Rochester Hills             ,MI,United States,7/28/2008 7:18,2/9/2009 17:41
1/15/2009 5:27,Product2,3600,Visa,Derrick,North Bay,Ontario,Canada,1/6/2009 17:42,2/9/2009 18:22
1/8/2009 23:40,Product1,1200,Visa,Jacob,Lindfield,New South Wales,Australia,1/8/2009 17:52,2/9/2009 18:31
1/27/2009 11:02,Product1,1200,Mastercard,DOREEN,Madrid,Madrid,Spain,1/24/2009 8:21,2/9/2009 18:42
1/14/2009 13:23,Product1,1200,Diners,eugenia,Wisconsin Rapids            ,WI,United States,11/15/2008 13:57,2/9/2009 18:44
1/7/2009 20:01,Product1,1200,Visa,Karen,Austin                      ,TX,United States,1/6/2009 19:16,2/9/2009 19:56
1/20/2009 12:32,Product1,1200,Visa,Bea,Chicago                     ,IL,United States,1/16/2009 19:08,2/9/2009 20:42
1/6/2009 14:35,Product1,1200,Diners,Hilde Karin,Las Vegas                   ,NV,United States,12/17/2008 11:59,2/9/2009 22:59
1/4/2009 6:51,Product1,1200,Visa,Rima,Mullingar,Westmeath,Ireland,1/3/2009 12:34,2/10/2009 0:59
1/24/2009 18:30,Product1,1200,Visa,Ruangrote,Melbourne,Victoria,Australia,7/17/2008 5:19,2/10/2009 2:12
1/25/2009 5:57,Product1,1200,Amex,pamela,Ayacucho,Buenos Aires,Argentina,1/24/2009 9:29,2/10/2009 6:38
1/5/2009 10:02,Product2,3600,Visa,Emillie,Eagan                       ,MN,United States,1/5/2009 9:03,2/10/2009 7:29
1/13/2009 9:14,Product1,1200,Visa,sangeeta,Vossevangen,Hordaland,Norway,1/9/2009 9:31,2/10/2009 9:04
1/22/2009 7:35,Product1,1200,Visa,Anja,Ferney-Voltaire,Rhone-Alpes,France,1/22/2009 6:51,2/10/2009 9:18
1/2/2009 11:06,Product1,1200,Mastercard,Andrew,Sevilla,Andalucia,Spain,3/12/2006 15:02,2/10/2009 10:04
1/11/2009 9:50,Product1,1200,Visa,Bato,Munchengosserstadt,Thuringia,Germany,1/7/2009 11:45,2/10/2009 10:28
1/21/2009 20:44,Product1,1200,Mastercard,Ailsa ,Lindenhurst                 ,NY,United States,1/21/2009 7:47,2/10/2009 10:51
1/5/2009 9:09,Product1,1200,Visa,Sophie,Bloomfield                  ,MI,United States,10/23/2006 6:52,2/10/2009 10:58
1/5/2009 12:41,Product1,1200,Visa,Katrin,Calgary,Alberta,Canada,12/3/2008 14:49,2/10/2009 11:45
1/28/2009 12:54,Product2,3600,Mastercard,Kelly ,Vancouver,British Columbia,Canada,1/27/2009 21:04,2/10/2009 12:09
1/21/2009 4:46,Product1,1200,Visa,Tomasz,Klampenborg,Kobenhavn,Denmark,6/10/2008 11:25,2/10/2009 12:22
1/7/2009 13:28,Product1,1200,Visa,Elizabeth,Calne,England,United Kingdom,1/4/2009 13:07,2/10/2009 12:39
1/27/2009 11:18,Product2,3600,Amex,Michael,Los Angeles                 ,CA,United States,1/23/2009 11:47,2/10/2009 13:09
1/7/2009 12:39,Product2,3600,Visa,Natasha,Milano,Lombardy,Italy,6/2/2006 13:01,2/10/2009 13:19
1/24/2009 13:54,Product2,3600,Mastercard,Meredith,Kloten,Zurich,Switzerland,1/24/2009 12:30,2/10/2009 13:47
1/30/2009 6:48,Product1,1200,Mastercard,Nicole,Fayetteville                ,NC,United States,1/30/2009 4:51,2/10/2009 14:41
1/22/2009 18:07,Product1,1200,Visa,Ryan,Simpsonville                ,SC,United States,1/6/2009 16:59,2/10/2009 15:30
1/29/2009 15:03,Product1,1200,Visa,Mary ,Auckland,Auckland,New Zealand,2/9/2006 11:14,2/10/2009 16:31
1/2/2009 14:14,Product1,1200,Diners,Aaron,Reading,England,United Kingdom,11/16/2008 15:49,2/10/2009 16:38
1/19/2009 11:05,Product1,1200,Visa,Bertrand,North Caldwell              ,NJ,United States,10/3/2008 5:55,2/10/2009 18:16
1/28/2009 16:17,Product1,1200,Mastercard,Zoe,Coventry,England,United Kingdom,1/28/2009 15:59,2/10/2009 19:55
1/8/2009 12:46,Product1,1200,Mastercard,Trine Marie,Orillia,Ontario,Canada,12/16/2008 22:57,2/10/2009 22:11
1/29/2009 16:07,Product1,1200,Diners,Kim,Paris,Ile-de-France,France,1/29/2009 15:45,2/10/2009 22:24
1/29/2009 13:41,Product1,1200,Visa,John ,San Jose                    ,CA,United States,1/14/2004 21:59,2/10/2009 23:58
1/8/2009 6:29,Product1,1200,Visa,Rich,Ingelheim-Mitte,Rhineland-Palatinate,Germany,3/24/2006 6:21,2/10/2009 23:59
1/4/2009 12:53,Product1,1200,Diners,Kayla,Leamington Spa,England,United Kingdom,12/11/2008 7:35,2/11/2009 0:04
1/14/2009 12:55,Product1,1200,Visa,Richard and Comfort,Regensdorf,Zurich,Switzerland,1/11/2009 10:36,2/11/2009 1:58
1/14/2009 6:35,Product1,1200,Visa,Eric,Melbourne,Victoria,Australia,7/25/2008 7:02,2/11/2009 2:05
1/27/2009 13:08,Product1,1200,Mastercard,Melissa,Geneve,Geneve,Switzerland,5/9/2008 8:50,2/11/2009 2:19
1/31/2009 23:09,Product1,1200,Diners,Dawn,Vaucluse,New South Wales,Australia,9/13/2004 22:55,2/11/2009 3:09
1/21/2009 14:34,Product1,1200,Mastercard,Tamara,Klosterneuburg,Lower Austria,Austria,1/21/2009 14:12,2/11/2009 3:19
1/16/2009 8:28,Product1,1200,Visa,Ashley,Rancho Cordova              ,CA,United States,1/9/2009 12:13,2/11/2009 8:34
1/11/2009 9:55,Product1,1200,Visa,familly ,Creemore,Ontario,Canada,1/10/2009 7:14,2/11/2009 8:45
1/8/2009 2:46,Product1,1200,Mastercard,Ken,Sidcup,England,United Kingdom,11/26/2007 16:44,2/11/2009 11:00
1/26/2009 7:11,Product1,1200,Visa,Tori,Minneapolis                 ,MN,United States,11/22/2008 21:06,2/11/2009 11:35
1/31/2009 5:39,Product2,3600,Mastercard,Hanne,Phoenix                     ,MD,United States,10/5/2004 4:37,2/11/2009 11:45
1/9/2009 8:35,Product1,1200,Amex,Precious,Edmonton,Alberta,Canada,1/8/2009 14:14,2/11/2009 14:26
1/24/2009 3:25,Product1,1200,Visa,Michelle,Lyndoch,South Australia,Australia,9/26/2008 19:23,2/11/2009 15:05
1/26/2009 8:45,Product1,1200,Visa,Paula,Larchmont                   ,NY,United States,2/15/2006 17:21,2/11/2009 17:12
1/23/2009 10:45,Product1,1200,Visa,Stephanie,Saint Charles               ,IL,United States,1/23/2009 8:46,2/11/2009 17:57
1/28/2009 8:50,Product1,1200,Visa,kemp,Brentwood                   ,TN,United States,1/28/2009 8:42,2/11/2009 18:41
1/15/2009 19:10,Product2,3600,Diners,Therese,Pensacola                   ,FL,United States,12/29/2005 21:33,2/11/2009 18:53
1/9/2009 20:25,Product1,1200,Diners,Mona,Kelowna,British Columbia,Canada,1/9/2009 14:20,2/11/2009 20:19
1/15/2009 21:53,Product1,1200,Visa,Caroline,Toronto,Ontario,Canada,1/1/2009 18:01,2/11/2009 21:01
1/12/2009 0:17,Product1,1200,Mastercard,Andrea,Brondby Strand,Kobenhavn,Denmark,1/7/2009 23:40,2/11/2009 22:23
1/25/2009 10:32,Product1,1200,Mastercard,Pilar,Florence,Tuscany,Italy,1/23/2009 4:46,2/12/2009 2:22
1/12/2009 23:35,Product1,1200,Visa,Lisa,Perth,Western Australia,Australia,5/8/2006 23:41,2/12/2009 3:46
1/11/2009 6:09,Product1,1200,Amex,A,Saint Petersburg            ,FL,United States,11/8/2008 4:07,2/12/2009 4:41
1/3/2009 13:35,Product1,1200,Mastercard,Yvette,Aubonne,Vaud,Switzerland,8/15/2008 4:02,2/12/2009 5:17
1/18/2009 11:03,Product2,3600,Amex,Katie,Gava,Catalonia,Spain,1/18/2009 6:16,2/12/2009 7:35
1/5/2009 18:55,Product1,1200,Visa,Nicole,Mc Lean                     ,VA,United States,4/3/2008 16:57,2/12/2009 10:25
1/2/2009 18:54,Product1,1200,Mastercard,Kelly,Hendersonville              ,TN,United States,12/7/2008 4:51,2/12/2009 11:31
1/13/2009 14:44,Product2,3600,Visa,george,Zurich,Zurich,Switzerland,12/14/2008 10:19,2/12/2009 12:08
1/4/2009 4:05,Product1,1200,Mastercard,Samantha,Watford,England,United Kingdom,12/31/2008 8:33,2/12/2009 12:29
1/27/2009 12:47,Product1,1200,Visa,Caterina,Amsterdam,Noord-Holland,Netherlands,1/27/2009 12:03,2/12/2009 12:59
1/22/2009 6:51,Product1,1200,Visa,Kate,Rochester Hills             ,MI,United States,1/22/2009 5:54,2/12/2009 13:01
1/1/2009 21:40,Product1,1200,Mastercard,Tina,Anglesea,Victoria,Australia,10/20/2008 18:27,2/12/2009 14:58
1/27/2009 18:06,Product1,1200,Visa,Emily,Killarney,New Providence,The Bahamas,1/13/2009 18:22,2/12/2009 19:28
1/10/2009 14:59,Product1,1200,Amex,Maricel,Malibu                      ,CA,United States,1/10/2009 14:47,2/12/2009 19:39
